zone_risk_score,earnings_baseline,trust_score,past_claims_count,claim_approval_rate,weeks_active,forecast_rain_mm,forecast_aqi,tier_basic,tier_standard,tier_premium,city_bangalore,city_mumbai,city_delhi,city_chennai,city_hyderabad,month,recommended_weekly_premium
76,1876.94,81,3,0.928,27,1.78,266,1,0,0,1,0,0,0,0,5,116
55,2271.65,61,5,0.701,18,51.31,145,0,1,0,0,0,1,0,0,3,189
33,1735.34,65,1,0.915,35,3.54,250,1,0,0,0,1,0,0,0,5,108
41,2369.28,71,2,1.0,44,3.71,333,0,1,0,0,0,1,0,0,8,172
56,669.86,87,14,0.874,34,8.38,345,0,1,0,0,1,0,0,0,5,176
32,584.24,99,2,0.98,30,17.1,172,0,1,0,0,0,0,0,1,3,149
75,2160.67,88,3,0.656,8,6.14,36,0,1,0,1,0,0,0,0,2,178
36,2196.57,51,0,0.917,21,7.89,268,0,0,1,0,1,0,0,0,5,262
11,2145.18,94,12,0.782,46,9.6,218,0,0,1,1,0,0,0,0,1,261
26,2077.83,57,5,0.908,19,15.73,38,0,1,0,0,0,0,1,0,11,167
42,1160.68,93,10,1.0,43,10.41,210,0,1,0,1,0,0,0,0,6,179
18,856.67,50,5,0.402,48,1.85,272,0,1,0,1,0,0,0,0,4,174
52,2350.49,90,3,0.757,46,9.17,278,0,0,1,0,1,0,0,0,5,252
57,1044.7,89,7,0.506,40,2.39,253,0,1,0,0,1,0,0,0,9,187
48,1236.66,90,4,0.665,30,5.73,137,1,0,0,0,1,0,0,0,11,120
51,1869.07,54,9,0.779,27,20.08,234,0,1,0,0,1,0,0,0,12,196
35,1016.05,94,13,0.979,20,1.32,203,0,1,0,0,0,0,0,1,12,165
59,2120.17,95,3,0.971,14,4.49,254,1,0,0,0,0,1,0,0,5,115
34,547.07,85,6,0.967,12,8.25,113,0,1,0,0,1,0,0,0,10,171
33,2061.48,66,9,0.934,49,20.46,138,0,1,0,0,0,1,0,0,3,180
22,1663.89,90,14,0.649,23,15.09,320,0,1,0,1,0,0,0,0,8,197
69,1603.29,79,9,0.97,12,5.52,119,0,1,0,1,0,0,0,0,8,194
16,1362.59,64,7,0.748,44,6.92,160,0,0,1,0,0,1,0,0,1,263
66,981.8,69,1,0.917,44,18.72,336,0,1,0,0,0,1,0,0,8,187
45,1374.55,85,12,0.712,39,20.96,50,0,0,1,0,0,0,0,1,11,276
54,1345.06,51,0,0.823,42,7.52,58,0,1,0,0,0,0,0,1,9,165
29,1625.88,94,5,0.84,30,2.22,272,0,1,0,0,0,0,1,0,5,157
74,991.31,53,1,0.902,48,6.89,286,0,1,0,0,0,0,0,1,11,173
17,562.95,99,10,0.724,27,26.15,178,1,0,0,0,0,1,0,0,5,118
25,704.69,73,7,0.949,24,9.43,140,0,1,0,0,0,0,1,0,10,163
23,1868.27,97,12,0.653,3,14.84,264,0,1,0,1,0,0,0,0,8,199
85,447.23,91,4,1.0,30,0.19,96,0,1,0,1,0,0,0,0,1,158
24,2198.53,51,1,0.737,35,10.06,342,0,1,0,0,0,1,0,0,2,159
75,1858.23,95,10,0.556,33,9.13,119,0,1,0,0,0,0,1,0,9,199
41,2012.98,51,11,0.839,37,6.39,201,0,1,0,1,0,0,0,0,6,191
72,2155.57,99,4,0.788,40,11.37,185,0,0,1,1,0,0,0,0,10,261
60,657.69,50,1,0.712,49,19.9,91,0,0,1,1,0,0,0,0,3,263
34,2127.15,62,5,1.0,16,26.48,332,0,1,0,1,0,0,0,0,6,193
67,1459.75,55,7,0.963,48,2.97,98,0,1,0,0,1,0,0,0,9,182
72,2259.6,71,1,0.919,18,7.03,294,1,0,0,0,0,0,0,1,7,129
71,2261.83,66,5,0.707,18,3.59,85,1,0,0,1,0,0,0,0,9,129
31,450.77,98,5,0.771,14,5.42,70,0,0,1,0,1,0,0,0,12,252
67,1204.02,71,0,0.758,32,6.91,49,0,1,0,0,1,0,0,0,7,160
67,1505.44,92,8,0.576,12,15.38,89,1,0,0,0,0,1,0,0,1,129
58,1824.56,55,14,0.891,42,24.77,70,0,1,0,0,1,0,0,0,9,199
61,1000.99,52,11,0.902,2,8.85,321,0,0,1,0,0,0,1,0,4,304
51,929.5,95,7,0.868,26,48.69,236,0,0,1,1,0,0,0,0,2,282
79,1200.66,55,11,0.884,23,8.37,172,0,1,0,1,0,0,0,0,10,195
24,1451.97,66,13,0.68,35,16.42,327,1,0,0,0,0,1,0,0,9,129
63,2397.41,84,3,0.716,33,1.49,129,0,1,0,0,0,0,0,1,10,166
69,2000.43,98,6,0.803,41,0.08,42,0,0,1,0,0,0,1,0,12,258
17,1301.57,99,3,1.0,25,0.27,99,0,0,1,0,0,1,0,0,5,249
62,514.17,86,7,1.0,4,22.26,316,0,1,0,1,0,0,0,0,2,191
69,753.89,96,9,0.928,21,0.78,305,1,0,0,0,0,1,0,0,9,127
14,1357.44,84,1,1.0,48,9.49,173,0,0,1,0,1,0,0,0,7,256
77,2109.03,72,1,0.926,4,8.59,320,0,0,1,1,0,0,0,0,7,290
15,1199.46,57,2,0.945,31,15.17,219,0,1,0,0,0,0,0,1,1,167
56,1530.84,56,13,1.0,49,3.76,282,0,1,0,0,0,0,1,0,5,184
64,2272.79,99,3,0.954,15,4.36,196,0,1,0,0,1,0,0,0,4,158
49,2318.97,59,10,1.0,4,4.36,257,0,1,0,1,0,0,0,0,5,189
61,853.13,75,12,0.854,4,1.84,253,0,1,0,0,0,0,1,0,7,195
25,491.55,59,5,0.754,44,2.33,128,1,0,0,0,1,0,0,0,6,127
22,1041.36,68,14,0.836,3,2.2,274,0,0,1,0,0,0,0,1,7,293
39,1861.18,72,4,0.886,5,1.58,289,1,0,0,1,0,0,0,0,4,116
28,2397.34,80,9,0.714,19,14.74,318,0,1,0,0,1,0,0,0,1,176
26,561.77,82,12,0.743,38,9.41,227,0,1,0,0,0,0,0,1,7,182
72,459.82,51,9,0.787,32,8.42,224,1,0,0,1,0,0,0,0,1,129
28,2256.71,77,6,0.685,9,11.29,81,0,1,0,0,0,0,0,1,6,193
67,1971.11,81,5,0.762,3,4.23,306,0,1,0,1,0,0,0,0,1,182
64,2483.72,82,13,0.96,34,13.1,311,1,0,0,0,0,1,0,0,10,129
71,1233.27,58,14,0.969,25,3.2,76,1,0,0,0,1,0,0,0,2,129
32,1273.71,78,14,0.64,10,17.02,130,0,1,0,0,1,0,0,0,3,195
18,761.85,64,3,0.896,32,9.56,289,0,1,0,0,1,0,0,0,3,162
21,643.28,67,10,0.84,5,17.24,238,1,0,0,0,0,1,0,0,12,129
10,1615.31,67,9,1.0,29,0.56,195,0,1,0,0,0,1,0,0,10,167
67,1165.0,56,8,0.81,7,18.53,278,0,1,0,0,0,1,0,0,7,199
10,568.66,63,6,0.664,15,1.07,238,0,1,0,1,0,0,0,0,9,197
43,2262.67,78,0,0.777,2,11.04,171,0,1,0,1,0,0,0,0,2,162
57,816.55,99,7,0.67,10,2.59,81,0,1,0,0,0,1,0,0,5,178
10,1972.03,68,3,0.512,11,0.48,286,0,1,0,1,0,0,0,0,6,189
25,992.68,54,6,0.842,40,3.0,174,0,1,0,1,0,0,0,0,8,181
70,2107.1,90,10,0.928,21,5.16,189,0,1,0,1,0,0,0,0,6,187
73,648.63,99,1,0.878,12,1.55,325,1,0,0,1,0,0,0,0,11,109
72,1987.75,94,11,0.657,4,1.05,199,0,1,0,0,0,1,0,0,6,199
78,606.05,54,2,0.647,28,50.76,188,1,0,0,0,0,0,0,1,11,129
31,1338.52,64,0,0.883,29,0.83,131,0,1,0,0,1,0,0,0,11,157
76,1941.41,75,1,1.0,13,2.11,324,0,1,0,0,0,1,0,0,6,177
85,763.76,73,10,1.0,50,2.91,210,0,0,1,0,0,1,0,0,4,284
35,999.9,68,4,0.806,18,3.81,333,1,0,0,1,0,0,0,0,7,129
25,2216.01,69,1,0.882,27,1.41,260,0,1,0,0,0,1,0,0,6,171
60,2258.75,92,12,0.987,3,18.31,163,0,1,0,0,0,0,1,0,1,187
66,494.36,58,5,0.828,35,25.86,232,0,1,0,0,0,0,1,0,7,199
38,752.99,77,5,0.648,39,7.96,251,0,0,1,1,0,0,0,0,1,278
87,646.69,65,5,0.427,22,8.37,111,1,0,0,1,0,0,0,0,6,129
78,777.36,60,11,0.877,17,50.8,326,0,0,1,0,0,1,0,0,11,315
56,2437.39,83,10,0.82,28,21.52,38,0,1,0,0,0,1,0,0,2,181
71,1558.48,74,13,0.594,38,5.23,96,0,1,0,0,0,0,0,1,11,191
78,1383.04,89,14,0.636,16,14.23,56,1,0,0,1,0,0,0,0,5,129
85,2467.38,70,2,0.811,5,3.08,75,1,0,0,0,0,0,0,1,1,129
25,1569.61,54,10,0.768,22,0.53,210,0,0,1,1,0,0,0,0,11,281
57,1788.35,60,2,1.0,17,0.22,213,1,0,0,0,1,0,0,0,7,129
94,1098.82,92,9,1.0,11,7.74,214,1,0,0,0,1,0,0,0,1,129
48,1202.44,58,6,0.723,22,6.93,141,0,1,0,1,0,0,0,0,12,173
42,1648.26,60,12,1.0,44,1.63,165,0,1,0,0,0,1,0,0,10,174
32,546.55,86,12,1.0,44,19.18,43,0,1,0,1,0,0,0,0,7,171
19,937.35,90,3,0.894,36,8.74,342,0,0,1,0,0,0,1,0,8,259
78,813.3,50,5,0.71,41,4.8,58,0,0,1,1,0,0,0,0,4,281
43,433.38,75,11,0.868,46,7.05,171,0,0,1,1,0,0,0,0,3,272
61,1527.49,59,7,0.531,44,1.02,296,1,0,0,0,1,0,0,0,12,129
19,1578.21,89,2,0.762,42,23.01,311,0,1,0,1,0,0,0,0,1,150
28,1206.27,68,8,0.89,40,3.43,222,0,1,0,1,0,0,0,0,7,182
67,964.33,65,8,0.908,3,1.92,310,1,0,0,0,0,0,0,1,2,129
10,1769.33,94,14,0.783,27,5.55,91,0,0,1,0,0,0,0,1,4,249
78,682.78,86,2,0.861,45,3.3,178,0,0,1,1,0,0,0,0,4,255
13,1489.09,99,5,0.697,48,3.68,336,1,0,0,1,0,0,0,0,8,129
25,2012.96,90,4,1.0,13,17.4,127,0,1,0,0,1,0,0,0,2,163
33,745.03,53,3,1.0,13,7.92,96,1,0,0,0,0,1,0,0,3,108
89,1981.85,63,7,0.957,51,26.85,292,1,0,0,1,0,0,0,0,1,129
11,1997.67,79,9,0.81,30,30.03,40,0,1,0,1,0,0,0,0,7,178
41,525.85,56,8,0.726,18,47.73,308,0,1,0,0,0,0,0,1,8,199
93,439.45,61,14,0.977,40,1.41,271,0,1,0,0,1,0,0,0,2,195
33,2445.26,73,11,0.878,33,22.72,177,0,1,0,0,0,0,1,0,11,175
21,806.1,88,8,0.7,17,3.49,148,1,0,0,0,1,0,0,0,2,121
59,2126.49,92,4,1.0,41,9.92,329,0,0,1,1,0,0,0,0,1,265
44,1579.89,71,4,0.783,10,21.02,149,0,0,1,1,0,0,0,0,1,274
42,955.39,96,10,0.72,41,0.97,214,1,0,0,0,0,1,0,0,4,113
42,672.94,79,2,0.992,44,1.65,139,0,1,0,0,1,0,0,0,4,153
70,1443.02,88,8,0.732,24,13.21,51,0,1,0,0,1,0,0,0,8,180
60,1255.45,69,0,0.869,42,4.26,293,1,0,0,0,1,0,0,0,5,113
52,1867.66,75,11,1.0,29,10.64,132,0,1,0,0,0,0,0,1,4,181
21,2298.75,98,2,1.0,8,1.21,42,0,1,0,0,0,1,0,0,9,152
76,2091.02,54,6,0.901,36,35.9,314,0,1,0,0,0,1,0,0,11,193
74,976.35,89,6,0.674,14,6.96,294,0,0,1,0,1,0,0,0,6,298
42,2245.76,91,4,0.775,29,20.44,163,1,0,0,1,0,0,0,0,12,102
49,2150.12,55,5,1.0,7,11.24,62,0,1,0,0,0,1,0,0,1,183
83,2351.19,83,3,0.992,25,30.31,314,0,0,1,0,1,0,0,0,7,299
52,1363.19,54,7,0.815,42,8.45,317,1,0,0,0,0,1,0,0,10,129
53,2014.01,59,3,0.661,30,3.66,214,0,1,0,1,0,0,0,0,12,188
38,1642.48,77,9,0.565,28,9.51,302,1,0,0,0,1,0,0,0,8,129
22,1052.06,52,14,1.0,10,57.71,127,1,0,0,0,0,0,0,1,4,129
21,2488.31,62,5,1.0,47,16.89,346,0,1,0,1,0,0,0,0,3,174
55,480.45,97,4,0.844,47,6.07,89,0,1,0,0,1,0,0,0,1,152
11,740.77,96,11,0.788,34,16.96,193,1,0,0,1,0,0,0,0,11,108
44,2274.34,51,13,1.0,16,12.13,180,0,0,1,0,0,1,0,0,8,299
90,527.18,84,9,0.628,10,27.92,284,1,0,0,0,0,1,0,0,10,129
17,2262.32,99,5,1.0,29,4.54,298,0,0,1,0,0,1,0,0,9,262
35,1901.97,96,2,0.961,15,0.41,253,0,1,0,0,1,0,0,0,11,151
83,477.04,77,12,0.662,28,0.9,291,0,1,0,1,0,0,0,0,10,198
43,1301.57,86,2,0.968,51,14.58,273,0,1,0,0,1,0,0,0,10,154
16,1984.39,72,9,0.747,24,11.75,220,1,0,0,0,0,1,0,0,12,124
77,1624.51,92,6,0.65,42,13.22,200,1,0,0,1,0,0,0,0,1,129
67,2365.33,72,12,0.967,20,11.02,200,0,0,1,0,1,0,0,0,10,283
84,2222.05,84,0,0.684,47,6.11,182,0,0,1,0,0,0,1,0,11,279
38,1098.56,90,0,0.65,29,0.71,341,0,0,1,0,1,0,0,0,9,265
45,577.72,88,0,0.923,2,18.05,96,0,1,0,0,0,0,1,0,10,158
30,2382.94,81,5,0.834,46,1.99,85,0,1,0,1,0,0,0,0,4,149
45,1486.3,51,3,1.0,32,45.92,140,0,0,1,1,0,0,0,0,5,273
19,556.24,96,13,0.805,47,2.3,220,0,1,0,0,1,0,0,0,5,158
82,2114.81,93,5,0.791,42,0.87,44,1,0,0,1,0,0,0,0,6,118
33,2223.86,97,13,0.544,30,4.71,331,0,0,1,0,1,0,0,0,2,280
73,1742.79,65,13,0.925,9,3.94,282,1,0,0,0,1,0,0,0,2,129
58,1339.77,65,14,0.847,19,37.56,47,0,0,1,0,0,0,0,1,11,295
45,1790.56,52,0,1.0,6,5.02,39,0,1,0,0,0,1,0,0,5,162
91,1884.04,77,3,0.964,8,0.48,162,0,1,0,1,0,0,0,0,5,174
33,2275.36,78,3,0.9,34,43.5,201,0,1,0,0,0,0,1,0,1,171
32,2407.31,69,1,0.74,1,15.44,158,0,1,0,0,0,1,0,0,9,188
71,1480.07,85,0,0.788,13,61.86,82,0,1,0,1,0,0,0,0,2,168
46,2076.84,82,12,0.932,6,3.82,329,1,0,0,1,0,0,0,0,7,129
21,2425.47,71,7,0.842,35,1.25,310,0,0,1,0,0,1,0,0,2,261
64,717.61,57,5,1.0,29,5.07,72,0,1,0,0,1,0,0,0,8,188
22,438.36,96,3,1.0,2,1.51,186,0,1,0,0,1,0,0,0,12,151
32,2224.82,73,1,0.812,10,1.59,140,1,0,0,1,0,0,0,0,6,111
39,810.07,86,11,0.864,31,23.3,112,1,0,0,0,0,0,1,0,8,129
26,489.21,69,12,0.731,8,51.0,211,0,0,1,0,0,1,0,0,10,295
71,736.2,61,4,0.835,41,51.9,80,0,1,0,0,0,0,1,0,7,192
93,1206.64,69,8,0.992,39,5.77,201,0,1,0,0,0,0,1,0,7,199
22,860.46,69,6,0.768,28,2.74,339,1,0,0,0,0,0,0,1,11,117
68,1041.03,53,3,0.795,31,1.89,304,0,1,0,1,0,0,0,0,8,186
28,2448.12,79,14,0.675,13,4.81,285,0,1,0,0,1,0,0,0,9,199
58,1879.25,80,4,0.765,7,9.14,282,1,0,0,1,0,0,0,0,8,129
21,1895.6,71,7,0.942,51,13.61,218,1,0,0,0,1,0,0,0,5,120
70,598.84,64,10,0.814,1,7.26,41,0,1,0,0,0,0,0,1,3,193
28,1937.41,87,12,0.677,45,18.5,317,0,1,0,0,0,1,0,0,9,188
85,1952.62,86,4,0.882,49,25.22,243,0,0,1,1,0,0,0,0,8,291
18,1785.46,77,11,0.842,44,21.69,158,0,1,0,0,1,0,0,0,12,168
80,879.72,60,5,1.0,26,4.61,286,0,1,0,1,0,0,0,0,6,199
37,1288.38,63,12,0.83,46,30.07,258,0,1,0,0,1,0,0,0,2,197
87,2177.18,60,9,0.701,16,25.65,309,1,0,0,1,0,0,0,0,3,129
61,1807.42,58,5,0.994,12,5.3,270,0,1,0,0,1,0,0,0,1,180
92,1938.81,73,7,0.705,16,5.47,334,1,0,0,0,1,0,0,0,7,129
25,1633.49,59,12,0.655,34,0.81,121,0,1,0,1,0,0,0,0,8,198
78,1344.13,87,10,0.694,27,27.65,119,1,0,0,1,0,0,0,0,10,129
21,1994.01,92,4,0.758,25,0.93,302,0,1,0,0,0,1,0,0,7,161
34,542.64,90,0,0.566,19,6.76,310,0,1,0,0,0,0,1,0,10,170
61,1813.64,86,3,0.591,7,12.78,92,0,0,1,0,0,0,1,0,7,287
94,2494.13,91,2,0.967,12,21.17,31,0,0,1,1,0,0,0,0,5,278
62,2038.4,81,1,0.824,46,8.46,315,0,1,0,0,0,0,1,0,9,173
32,1010.18,69,6,0.825,24,11.48,143,1,0,0,0,0,0,1,0,2,122
25,983.42,63,12,0.842,50,12.38,235,0,1,0,0,1,0,0,0,5,176
66,1801.16,87,12,0.935,39,0.16,106,0,0,1,1,0,0,0,0,8,276
48,2281.29,53,6,0.727,5,28.56,194,1,0,0,0,0,0,1,0,8,129
62,1613.69,73,14,0.934,1,4.46,274,0,1,0,1,0,0,0,0,10,191
51,1507.54,81,7,0.867,7,1.95,104,0,1,0,0,0,0,0,1,9,180
67,736.81,59,14,0.706,48,6.41,88,0,0,1,1,0,0,0,0,2,281
48,1902.46,92,9,0.941,26,13.22,202,0,0,1,1,0,0,0,0,12,272
23,1874.83,65,14,0.859,24,17.56,102,1,0,0,0,0,1,0,0,12,129
14,2430.6,88,4,0.693,48,12.72,257,0,0,1,0,1,0,0,0,12,264
44,1030.4,81,14,0.704,17,5.11,51,1,0,0,0,1,0,0,0,12,119
84,1988.54,67,0,0.922,4,11.44,200,1,0,0,1,0,0,0,0,8,129
27,1311.54,74,5,1.0,16,5.65,259,0,0,1,1,0,0,0,0,6,276
85,1572.79,56,5,0.892,36,43.33,272,0,0,1,1,0,0,0,0,3,299
18,2114.55,96,10,0.983,5,56.45,222,1,0,0,0,1,0,0,0,7,129
83,866.19,67,7,1.0,5,2.87,212,1,0,0,1,0,0,0,0,2,129
67,1120.02,96,12,0.816,43,6.6,176,0,1,0,1,0,0,0,0,2,175
26,2023.95,67,9,0.875,46,8.59,93,0,1,0,1,0,0,0,0,10,168
16,1597.96,52,14,0.95,17,10.11,38,0,1,0,1,0,0,0,0,2,171
55,594.09,50,1,0.678,41,5.69,233,0,1,0,0,1,0,0,0,3,179
22,1303.39,82,10,1.0,21,7.43,200,1,0,0,0,0,0,0,1,7,129
49,1631.93,56,8,1.0,30,8.08,191,0,0,1,0,1,0,0,0,2,279
51,2309.99,59,10,0.739,49,4.91,258,0,0,1,0,0,0,0,1,6,298
18,795.82,93,12,1.0,51,3.86,348,0,1,0,0,1,0,0,0,11,162
59,2092.5,57,5,0.969,33,10.07,204,0,1,0,1,0,0,0,0,8,188
36,674.31,81,0,0.827,45,5.83,238,0,1,0,1,0,0,0,0,12,149
75,908.69,72,8,0.538,23,35.81,237,0,1,0,0,1,0,0,0,8,199
14,911.02,66,7,0.836,42,4.71,73,0,1,0,0,0,0,0,1,4,159
38,2242.71,63,9,0.913,29,2.18,325,0,1,0,0,0,0,1,0,5,184
46,817.94,66,0,0.896,42,5.56,41,0,0,1,1,0,0,0,0,2,256
47,2052.62,74,7,0.653,39,10.7,244,0,1,0,1,0,0,0,0,11,186
92,1369.79,70,12,0.751,38,5.83,336,0,1,0,0,1,0,0,0,1,199
17,2498.09,55,6,0.952,7,3.36,240,0,1,0,0,0,0,0,1,5,174
74,2162.09,69,4,0.939,37,6.84,335,1,0,0,0,1,0,0,0,10,129
26,1953.38,98,14,0.991,7,5.92,222,0,1,0,0,0,0,1,0,9,180
80,2228.53,69,12,0.868,15,28.85,108,0,1,0,1,0,0,0,0,4,199
54,1731.46,75,5,0.845,29,0.19,53,1,0,0,1,0,0,0,0,12,111
13,2171.67,81,3,0.927,10,5.02,218,0,1,0,1,0,0,0,0,11,159
45,948.37,57,8,0.864,20,4.17,83,1,0,0,0,0,1,0,0,11,125
79,605.18,94,8,0.62,45,2.53,82,0,1,0,0,1,0,0,0,12,176
40,1693.46,97,12,1.0,9,7.9,334,1,0,0,0,1,0,0,0,1,125
28,1312.85,93,14,0.988,6,9.52,153,0,0,1,0,0,1,0,0,1,270
70,1295.53,78,9,0.913,20,0.1,197,0,1,0,1,0,0,0,0,10,179
63,1506.17,66,13,0.645,21,11.28,63,0,0,1,1,0,0,0,0,12,302
48,1158.9,67,0,0.976,7,4.82,181,1,0,0,0,0,1,0,0,4,125
83,1714.73,89,11,0.784,38,25.64,101,0,1,0,1,0,0,0,0,11,184
28,464.19,67,8,0.975,48,13.61,158,0,1,0,0,1,0,0,0,2,176
48,2436.77,60,2,0.932,34,7.21,202,1,0,0,1,0,0,0,0,4,116
76,2341.89,94,11,0.799,47,30.26,39,1,0,0,1,0,0,0,0,3,129
54,2364.07,61,1,1.0,3,11.63,129,0,0,1,0,1,0,0,0,11,281
22,1166.51,64,3,0.671,45,16.51,326,0,0,1,0,0,0,1,0,3,282
67,1516.97,75,3,0.858,17,31.32,36,0,0,1,0,0,0,1,0,3,277
29,2403.67,52,8,1.0,51,22.1,336,0,0,1,0,0,1,0,0,1,286
81,2294.93,52,3,0.923,43,0.73,122,0,1,0,0,1,0,0,0,7,185
70,2059.51,87,4,0.987,2,2.36,311,0,1,0,1,0,0,0,0,5,169
48,1255.4,84,5,0.862,42,9.93,256,1,0,0,1,0,0,0,0,7,129
10,1585.11,58,3,0.847,12,1.75,189,0,1,0,0,0,1,0,0,3,155
12,2065.12,92,0,0.667,13,6.25,207,1,0,0,0,0,0,0,1,9,121
86,973.33,89,12,0.827,38,6.54,148,1,0,0,0,1,0,0,0,1,129
71,1715.54,53,1,0.951,36,6.22,325,0,1,0,0,0,0,0,1,5,177
72,2138.66,69,2,0.686,12,17.29,125,0,1,0,0,0,1,0,0,9,199
34,1885.66,64,3,0.706,27,6.72,318,0,1,0,1,0,0,0,0,2,169
65,1406.91,78,4,0.913,26,20.3,115,0,1,0,0,1,0,0,0,9,185
42,1627.68,54,12,0.974,47,14.85,300,0,0,1,0,1,0,0,0,10,284
47,2476.22,88,9,1.0,51,10.28,262,0,1,0,0,0,1,0,0,7,180
15,1664.17,89,9,0.809,40,8.63,134,0,0,1,0,0,1,0,0,7,263
67,2049.8,56,2,0.813,5,2.64,170,0,1,0,1,0,0,0,0,4,173
53,1925.87,57,10,0.975,32,14.61,51,1,0,0,1,0,0,0,0,12,129
54,1873.13,81,0,0.936,36,16.32,115,0,0,1,1,0,0,0,0,3,264
41,1904.38,85,10,0.811,45,6.72,349,0,1,0,0,1,0,0,0,6,184
54,1354.26,82,10,0.846,38,2.49,160,1,0,0,0,1,0,0,0,1,120
70,1395.74,86,14,0.756,16,14.28,48,1,0,0,0,1,0,0,0,3,123
56,1382.51,81,7,0.677,10,16.1,265,1,0,0,0,0,0,0,1,9,129
30,469.83,92,7,0.83,37,8.37,334,0,1,0,1,0,0,0,0,4,162
89,906.24,85,12,1.0,15,11.95,129,0,1,0,0,0,0,0,1,11,194
94,724.58,83,3,0.742,11,14.86,196,0,0,1,0,0,0,0,1,5,282
84,2261.53,98,14,0.635,9,3.45,227,0,1,0,1,0,0,0,0,11,199
45,977.44,74,6,0.699,18,3.32,299,1,0,0,0,0,0,0,1,6,129
28,690.73,93,14,0.93,33,12.31,185,0,1,0,0,1,0,0,0,8,173
29,651.51,81,3,0.914,9,7.18,214,0,0,1,0,0,1,0,0,3,266
66,1869.98,51,13,1.0,41,7.18,202,1,0,0,1,0,0,0,0,9,129
27,412.77,58,2,1.0,15,31.87,144,1,0,0,0,0,0,0,1,8,129
56,1389.74,87,6,0.895,36,16.06,327,0,0,1,0,0,1,0,0,9,274
58,649.63,78,13,0.948,36,2.96,32,1,0,0,1,0,0,0,0,5,117
23,2184.29,87,5,0.738,1,5.22,288,0,0,1,0,0,0,0,1,7,267
24,2412.75,67,0,0.953,28,17.72,110,0,1,0,1,0,0,0,0,11,163
40,2413.38,71,8,0.834,33,0.76,312,1,0,0,1,0,0,0,0,6,123
10,1328.12,84,11,0.978,1,3.87,80,1,0,0,0,0,0,0,1,2,115
63,1753.48,64,1,0.913,6,4.15,43,1,0,0,0,1,0,0,0,11,120
12,1659.38,56,12,0.779,11,4.95,268,0,0,1,1,0,0,0,0,3,281
25,1135.08,62,2,0.685,48,3.0,206,0,0,1,1,0,0,0,0,12,277
66,1332.54,91,4,0.775,27,10.27,289,0,0,1,0,0,1,0,0,6,278
84,535.08,85,14,0.878,5,5.03,263,0,0,1,0,1,0,0,0,8,301
21,2070.97,65,2,0.728,10,7.81,205,0,1,0,0,1,0,0,0,3,166
83,905.69,90,2,0.827,28,3.18,229,0,0,1,0,0,1,0,0,12,264
25,1367.11,70,7,1.0,16,19.76,346,1,0,0,0,0,1,0,0,1,129
81,1409.3,77,13,1.0,43,2.3,115,0,0,1,1,0,0,0,0,10,287
85,1577.49,59,3,0.922,26,20.98,62,1,0,0,0,0,0,0,1,6,129
33,2117.54,68,12,1.0,50,1.97,201,0,1,0,1,0,0,0,0,11,173
37,1852.95,66,12,0.66,28,4.62,317,0,1,0,0,0,1,0,0,9,199
17,1792.43,50,9,1.0,14,15.1,245,0,0,1,1,0,0,0,0,11,278
45,1506.17,62,1,0.646,13,6.79,287,0,1,0,0,0,0,1,0,3,186
17,601.51,85,4,0.852,1,2.71,164,0,1,0,1,0,0,0,0,9,168
67,1244.22,96,1,0.728,35,10.89,242,0,0,1,0,0,0,0,1,3,259
69,2410.37,91,9,0.961,15,1.37,347,1,0,0,0,1,0,0,0,2,121
59,2490.65,69,10,0.615,29,2.42,297,1,0,0,0,1,0,0,0,3,129
37,1934.05,90,11,0.585,31,2.97,269,1,0,0,1,0,0,0,0,4,129
50,877.78,89,7,0.752,12,8.78,109,0,0,1,1,0,0,0,0,6,277
73,613.97,55,14,0.741,5,8.03,307,1,0,0,1,0,0,0,0,9,129
36,1271.01,72,2,0.764,48,7.33,171,1,0,0,0,0,0,0,1,12,101
72,2198.8,91,13,0.749,46,1.02,263,0,1,0,0,0,1,0,0,2,180
26,1915.91,73,1,0.953,32,15.15,106,0,1,0,0,1,0,0,0,11,153
82,2256.17,98,2,0.837,10,1.41,301,0,0,1,1,0,0,0,0,9,277
42,1693.13,54,2,1.0,5,27.93,100,0,1,0,0,1,0,0,0,9,189
93,673.69,81,0,0.885,27,0.67,303,1,0,0,0,0,1,0,0,12,118
86,641.07,95,2,0.982,39,21.2,239,0,1,0,0,0,0,1,0,10,176
38,500.8,66,2,0.937,21,3.54,76,1,0,0,0,1,0,0,0,8,117
22,1590.87,60,3,0.715,16,12.03,232,0,1,0,0,0,0,0,1,12,169
55,910.06,76,12,0.772,29,4.05,80,0,1,0,0,1,0,0,0,6,179
44,1942.21,53,7,0.999,15,12.73,68,0,1,0,1,0,0,0,0,5,174
15,1841.12,72,8,0.584,38,6.56,174,0,0,1,1,0,0,0,0,2,274
91,1068.03,72,0,0.923,7,7.48,133,1,0,0,0,0,1,0,0,11,125
78,771.28,98,0,0.823,18,12.6,89,1,0,0,0,0,1,0,0,5,100
56,615.04,83,5,0.738,51,1.43,291,0,1,0,1,0,0,0,0,12,169
34,1948.36,70,0,0.81,19,3.1,75,0,0,1,0,0,0,1,0,12,259
75,1345.93,71,11,1.0,17,18.37,318,0,1,0,1,0,0,0,0,7,199
19,1079.41,50,4,0.591,14,15.6,146,0,0,1,1,0,0,0,0,2,281
